Model,result,ic3_k,ic3_total_time,ic3_frame_sizes,ic3_solver,ind_solver,ic3_ind_gen_time,ic3_assert_time,ic3_check_sat_time,ic3_get_unsat_core_time,get_value_time
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt,valid,2,0.022,1,12,5,0.003,0.003,0.005,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e1_3406,invalid,1,0.057,3,33,14,0.009,0.012,0.008,0.001,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_8_e2_1711_e2_2673,valid,2,0.018,1,11,4,0.002,0.003,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_2_e2_3183_e1_2644,valid,2,0.028,1,7,0,0,0.003,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e3_1600_e5_84,invalid,1,0.047,2,25,9,0.006,0.009,0.006,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_1,valid,2,0.019,1,7,0,0,0.002,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e1_4312,valid,6,2.683,14 9 6 2 0,3331,3106,1.936,0.983,0.86,0.006,0.169
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_5_e7_2017_e2_664,invalid,1,0.051,0,22,12,0.005,0.007,0.005,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e2_3049_e2_698,invalid,1,0.037,1,16,3,0.002,0.006,0.005,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_13_e3_1418_e3_2761,valid,6,2.705,40 35 32 23 12,2968,2726,1.875,1.009,0.818,0.005,0.191
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e7_5406_e3_506,invalid,0,0.019,N/A,2,0,0,0.001,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e1_3233_e2_2392,valid,3,0.075,1 0,75,49,0.023,0.021,0.014,0.001,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_11,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e2_2799_e3_1915,valid,6,5.281,17 11 6 1 0,5498,5222,4.049,2.33,1.543,0.01,0.269
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e7_3861_e2_1020,invalid,0,0.016,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e2_3049_e1_946,valid,2,0.021,1,7,0,0,0.003,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_11_e2_1678_e1_3565,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_4_e3_3511_e4_1464,invalid,2,0.325,12 5,421,370,0.211,0.138,0.083,0.002,0.013
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e2_3049,invalid,1,0.025,0,7,0,0,0.002,0.003,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_2_e2_4481,valid,2,0.031,1,9,2,0.001,0.003,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e3_671_e5_1637,invalid,1,0.036,1,18,5,0.003,0.006,0.005,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_8_e2_1711_e7_1962,invalid,0,0.012,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_5,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e3_671_e6_1974,valid,2,0.02,1,7,0,0,0.003,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt_e2_3460_e3_1333,invalid,1,0.033,0,15,5,0.004,0.005,0.005,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_9_e7_1843_e1_5434,valid,2,0.03,1,12,5,0.003,0.004,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e3_4821_e5_1536,valid,2,0.078,4,31,15,0.01,0.013,0.011,0.001,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e1_998,valid,2,0.04,2,20,10,0.006,0.006,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_5_e2_2884_e2_1492,valid,2,0.018,1,12,5,0.002,0.002,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4,valid,5,1.643,28 23 15 8,1995,1819,1.072,0.611,0.446,0.006,0.113
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_11_e3_382_e1_505,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt_e1_913_e2_3353,valid,2,0.032,1,12,5,0.003,0.003,0.005,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_2,valid,2,0.03,1,7,0,0,0.003,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_11_e3_382_e4_4421,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e2_2086_e7_2614,invalid,0,0.014,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_11_e1_2450_e2_1483,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_8_e2_1711_e3_1753,valid,2,0.019,1,11,4,0.002,0.003,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e3_4612_e5_3642,valid,5,0.959,20 16 15 9,929,808,0.44,0.292,0.198,0.003,0.059
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e1_1691,invalid,1,0.037,1,18,5,0.003,0.006,0.005,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e3_314_e2_2812,valid,2,0.059,5,46,27,0.015,0.015,0.009,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e7_5406_e7_6697,invalid,0,0.019,N/A,2,0,0,0.002,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_4,valid,3,0.042,1 0,46,29,0.014,0.01,0.009,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_7_e2_2872_e2_5844,valid,2,0.04,2,20,10,0.005,0.006,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_3,valid,2,0.028,2,22,12,0.005,0.005,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e3_671_e3_941,invalid,1,0.037,1,16,3,0.002,0.006,0.005,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_3_e2_2236_e7_3681,valid,2,0.03,2,22,12,0.006,0.006,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_8,valid,2,0.018,1,11,4,0.002,0.003,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_3_e2_2236_e1_2305,valid,2,0.028,2,22,12,0.006,0.006,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e2_2086_e2_2689,valid,2,0.05,4,39,23,0.011,0.012,0.008,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_11_e2_5396_e3_282,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e3_671_e1_725,invalid,1,0.036,1,16,3,0.002,0.006,0.005,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_6_e7_5046_e7_3623,valid,2,0.026,1,7,0,0.001,0.003,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_14_e7_3162_e2_753,invalid,2,0.207,8 4,132,90,0.055,0.051,0.029,0.001,0.018
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_1_e2_1997_e7_3613_e2_3409,valid,2,0.029,1,14,7,0.003,0.004,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_5_e2_2884_e3_1882,valid,2,0.018,1,12,5,0.002,0.002,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1a_e7_3042_e3_1213,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt_e2_3460_e7_471,invalid,0,0.012,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_14_e3_1259_e1_5798,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e3_671,invalid,1,0.028,0,10,0,0,0.004,0.004,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_4_e3_3511_e7_3568,invalid,0,0.013,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e2_6104,valid,2,0.078,4,31,15,0.01,0.013,0.011,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_12_e2_1618_e7_4732,invalid,0,0.014,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_a3_e1_3233_e3_2970,valid,2,0.062,5,48,29,0.016,0.016,0.01,0.001,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e3_4612_e2_5774,valid,5,1.16,20 16 15 9,1038,905,0.546,0.336,0.252,0.004,0.071
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_9_e7_1843_e3_5316,valid,2,0.03,1,12,5,0.003,0.004,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e3_4612_e3_1543,valid,4,0.882,18 14 8,810,713,0.414,0.253,0.2,0.003,0.044
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e2_3678,invalid,1,0.052,2,26,10,0.007,0.01,0.007,0,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_5_e1_1835,valid,4,0.304,11 8 5,338,279,0.14,0.088,0.069,0.001,0.023
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_1_e1_1092_e2_1853,valid,2,0.021,1,7,0,0,0.003,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_5_e7_2017_e3_1763,invalid,1,0.051,0,22,12,0.006,0.008,0.006,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_5_e7_2017_e1_5832,invalid,1,0.066,1,27,14,0.008,0.012,0.007,0,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_14,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_14_e7_3162_e7_3528,invalid,2,0.298,16 9,234,171,0.089,0.084,0.04,0.001,0.026
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt_e2_3460,invalid,1,0.023,0,7,0,0,0.002,0.003,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e7_2329,invalid,1,0.093,3,38,19,0.011,0.017,0.01,0,0.006
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_8_e2_1711,valid,2,0.018,1,11,4,0.002,0.003,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_5,valid,2,0.019,1,12,5,0.002,0.003,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_4_e2_2799_e2_2251,valid,8,11.177,73 68 60 52 40 28 13,9795,9344,8.593,4.418,3.83,0.015,0.949
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_14_e7_3162,invalid,2,0.356,17 10,301,234,0.119,0.1,0.053,0.003,0.028
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_13_e7_2336_e7_685,invalid,0,0.016,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_3_e1_4783_e1_3755,valid,2,0.033,1,12,5,0.003,0.004,0.008,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1a_e2_284_e2_2755,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_all_e1_1207_e3_1928,invalid,1,0.048,2,25,9,0.006,0.009,0.006,0,0.005
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_12_e2_1618_e3_2012,valid,5,0.856,10 8 6 4,1096,992,0.561,0.309,0.242,0.002,0.043
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_6,valid,2,0.028,1,12,5,0.002,0.004,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e3_3429,valid,2,0.051,2,20,10,0.007,0.008,0.005,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e3_4821_e4_1791,valid,2,0.099,5,41,22,0.014,0.017,0.015,0.001,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e3_4612_e8_5861,invalid,0,0.016,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_9_e7_1843,valid,2,0.044,2,22,12,0.007,0.008,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_2_e7_25_e3_829,invalid,0,0.014,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_3_e2_2236,valid,2,0.035,2,22,12,0.007,0.007,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_rt_e1_913_e3_2128,invalid,1,0.021,0,7,0,0,0.002,0.003,0,0.003
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_8_e3_786,valid,5,1.998,28 27 7 4,1681,1555,1.408,1.005,0.413,0.004,0.06
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_11,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2_e7_5406_e2_3084,invalid,0,0.017,N/A,2,0,0,0.001,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_luke_1b_e2_3049_e3_2697,invalid,1,0.037,1,16,3,0.002,0.006,0.005,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_7_e7_3157_e2_2082,valid,2,0.058,3,30,17,0.009,0.01,0.007,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_1_e1_3184_e7_1888,valid,2,0.041,2,19,9,0.005,0.007,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_u1_e7_3318,invalid,1,0.042,1,26,13,0.007,0.01,0.005,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all2,valid,4,0.837,16 12 7,794,694,0.386,0.251,0.172,0.002,0.044
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_7_e2_2872_e3_2640,valid,2,0.042,2,20,10,0.006,0.007,0.005,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/FIREFLY_u1,valid,6,0.52,15 13 12 10 6,854,743,0.343,0.208,0.129,0.002,0.04
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_10_e2_402,valid,2,0.043,2,20,10,0.006,0.007,0.003,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_all_e7_1941_e2_6086,invalid,0,0.017,N/A,2,0,0,0.001,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory1/DRAGON_8,valid,5,17.062,60 59 7 4,7430,7213,14.738,10.688,3.584,0.007,0.301
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_2,valid,2,0.015,1,12,5,0.002,0.002,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e7_2910_e2_611,invalid,0,0.01,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_5,valid,2,0.02,1,12,5,0.002,0.003,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_2_e1_834_e2_3395,valid,2,0.02,1,9,2,0.001,0.003,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_3_e8_1708,valid,2,0.016,1,11,4,0.002,0.003,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_1_e3_1884_e7_1875,valid,2,0.019,2,17,7,0.003,0.005,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e3_929,valid,2,0.016,1,7,0,0,0.003,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_3_e7_1444_e7_638,valid,2,0.014,1,11,4,0.002,0.003,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_3_e3_2581,invalid,0,0.012,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_123_e8_953_e8_941,valid,2,0.026,3,23,10,0.006,0.006,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i3_e1_447_e5_2444,invalid,0,0.008,N/A,2,0,0,0,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_all,valid,3,0.053,1 0,80,57,0.023,0.021,0.009,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i1_e3_2145_e4_1717,invalid,0,0.01,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i1_e3_2145_e1_2667,invalid,0,0.009,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_3_e1_1416,invalid,0,0.009,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_all_e3_1864_e7_251,invalid,1,0.023,1,19,6,0.003,0.004,0.003,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_123_e7_837_e3_135,invalid,1,0.018,0,10,0,0,0.003,0.003,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_2_e1_834,invalid,0,0.011,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_1_e2_162_e7_1545,valid,2,0.015,1,14,7,0.003,0.003,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_3_e2_819,invalid,0,0.011,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_4_e8_974,valid,2,0.015,1,15,8,0.003,0.003,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e1_1753,valid,2,0.015,1,7,0,0.001,0.002,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_2_e8_1118_e2_237,invalid,0,0.009,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_3_e2_819_e5_2554,invalid,0,0.011,N/A,2,0,0,0.001,0.001,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_2_e8_1118_e8_1177,valid,2,0.013,1,9,2,0.001,0.002,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i3_e1_447_e7_2194,invalid,2,0.029,2 1,26,5,0.003,0.006,0.004,0.001,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_3_e3_1041,invalid,1,0.014,0,7,0,0,0.002,0.002,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_all_e3_1864_e5_1637,invalid,0,0.01,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i3_e1_447,invalid,2,0.032,2 1,31,10,0.005,0.008,0.005,0,0.004
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/ILLINOIS_3_e3_2581_e5_4006,invalid,0,0.011,N/A,1,0,0,0.001,0,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_i1,invalid,0,0.008,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e3_929_e5_1826,valid,2,0.014,1,7,0,0.001,0.003,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i1,invalid,0,0.01,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_all_e3_1864_e4_34,invalid,0,0.01,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i1_e3_2145_e8_2325,invalid,0,0.009,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_all_e4_1147_e7_497,valid,2,0.029,3,34,21,0.009,0.008,0.004,0.001,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_6_e7_938_e2_1012,valid,2,0.021,3,18,5,0.003,0.006,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i2,invalid,1,0.02,0,15,5,0.002,0.003,0.003,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i1_e2_1758_e8_12,invalid,0,0.009,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e3_929_e6_2707,valid,2,0.016,1,7,0,0.001,0.003,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i3_e1_447_e2_1098,invalid,0,0.009,N/A,2,0,0,0,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_5,unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_2_e1_1239_e1_1331,invalid,0,0.009,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_123_e7_856,valid,2,0.02,3,15,2,0.002,0.004,0.003,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e1_1753_e2_615,invalid,0,0.01,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_3_e8_1329_e8_320,valid,2,0.014,1,11,4,0.002,0.003,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_all_e3_1864_e3_495,invalid,1,0.024,1,18,5,0.003,0.005,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_3_e7_425,valid,2,0.015,1,11,4,0.002,0.003,0.002,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_123_e8_953,valid,2,0.027,3,23,10,0.006,0.007,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_6_e8_1147_e2_1326,valid,2,0.028,3,27,14,0.007,0.009,0.004,0,0.001
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/SYNAPSE_123_e3_302,invalid,1,0.027,1,20,7,0.004,0.006,0.004,0,0.002
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e8_926_e7_961,invalid,0,0.009,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MESI_i1_e3_2145_e5_2391,invalid,0,0.009,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e7_2910_e1_1021,invalid,0,0.01,N/A,2,0,0,0.001,0.001,0,0
experimental-result-main/kind2-benchmarks-master/FMCAD08/Int/memory2/MOESI_2_e7_2607,invalid,0,0.01,N/A,2,0,0,0.001,0.001,0,0
